Game_id,Score,Steps,Epsilon
1,0,53,1.0030000000000001
2,0,53,1.0020000000000002
3,0,53,1.0010000000000003
4,0,75,1.0000000000000004
5,0,44,0.9990000000000004
6,0,39,0.9980000000000004
7,0,72,0.9970000000000004
8,0,31,0.9960000000000004
9,0,128,0.9950000000000004
10,0,134,0.9940000000000004
11,0,22,0.9930000000000004
12,0,46,0.9920000000000004
13,0,116,0.9910000000000004
14,1,45,0.9900000000000004
15,0,64,0.9890000000000004
16,0,22,0.9880000000000004
17,0,167,0.9870000000000004
18,0,43,0.9860000000000004
19,0,89,0.9850000000000004
20,0,79,0.9840000000000004
21,0,17,0.9830000000000004
22,0,36,0.9820000000000004
23,0,242,0.9810000000000004
24,0,58,0.9800000000000004
25,0,18,0.9790000000000004
26,0,163,0.9780000000000004
27,1,48,0.9770000000000004
28,0,33,0.9760000000000004
29,0,84,0.9750000000000004
30,0,93,0.9740000000000004
31,1,22,0.9730000000000004
32,0,83,0.9720000000000004
33,0,100,0.9710000000000004
34,0,38,0.9700000000000004
35,0,115,0.9690000000000004
36,0,122,0.9680000000000004
37,0,60,0.9670000000000004
38,1,95,0.9660000000000004
39,0,53,0.9650000000000004
40,0,32,0.9640000000000004
41,0,19,0.9630000000000004
42,0,42,0.9620000000000004
43,0,120,0.9610000000000004
44,1,62,0.9600000000000004
45,0,60,0.9590000000000004
46,0,93,0.9580000000000004
47,0,29,0.9570000000000004
48,1,94,0.9560000000000004
49,0,71,0.9550000000000004
50,0,33,0.9540000000000004
51,0,37,0.9530000000000004
52,0,97,0.9520000000000004
53,0,18,0.9510000000000004
54,0,149,0.9500000000000004
55,0,168,0.9490000000000004
56,1,75,0.9480000000000004
57,0,14,0.9470000000000004
58,0,110,0.9460000000000004
59,0,28,0.9450000000000004
60,1,106,0.9440000000000004
61,1,41,0.9430000000000004
62,1,65,0.9420000000000004
63,1,16,0.9410000000000004
64,0,42,0.9400000000000004
65,0,29,0.9390000000000004
66,0,52,0.9380000000000004
67,0,55,0.9370000000000004
68,0,21,0.9360000000000004
69,0,24,0.9350000000000004
70,0,76,0.9340000000000004
71,0,19,0.9330000000000004
72,0,46,0.9320000000000004
73,1,31,0.9310000000000004
74,0,38,0.9300000000000004
75,0,17,0.9290000000000004
76,0,89,0.9280000000000004
77,0,68,0.9270000000000004
78,0,61,0.9260000000000004
79,1,77,0.9250000000000004
80,0,357,0.9240000000000004
81,0,91,0.9230000000000004
82,1,267,0.9220000000000004
83,0,58,0.9210000000000004
84,1,92,0.9200000000000004
85,1,58,0.9190000000000004
86,0,20,0.9180000000000004
87,0,69,0.9170000000000004
88,0,54,0.9160000000000004
89,0,62,0.9150000000000004
90,0,68,0.9140000000000004
91,0,75,0.9130000000000004
92,1,62,0.9120000000000004
93,0,21,0.9110000000000004
94,0,45,0.9100000000000004
95,0,42,0.9090000000000004
96,0,114,0.9080000000000004
97,0,40,0.9070000000000004
98,0,55,0.9060000000000004
99,1,18,0.9050000000000004
100,0,120,0.9040000000000004
101,0,120,0.9030000000000004
102,0,17,0.9020000000000004
103,1,147,0.9010000000000004
104,0,525,0.9000000000000004
105,1,48,0.8990000000000004
106,0,46,0.8980000000000004
107,0,25,0.8970000000000004
108,1,63,0.8960000000000004
109,0,336,0.8950000000000004
110,0,31,0.8940000000000003
111,0,37,0.8930000000000003
112,0,18,0.8920000000000003
113,0,140,0.8910000000000003
114,0,45,0.8900000000000003
115,0,47,0.8890000000000003
116,0,257,0.8880000000000003
117,1,45,0.8870000000000003
118,0,28,0.8860000000000003
119,0,44,0.8850000000000003
120,1,81,0.8840000000000003
121,0,84,0.8830000000000003
122,0,104,0.8820000000000003
123,0,136,0.8810000000000003
124,1,66,0.8800000000000003
125,0,262,0.8790000000000003
126,0,41,0.8780000000000003
127,0,80,0.8770000000000003
128,0,313,0.8760000000000003
129,0,21,0.8750000000000003
130,0,34,0.8740000000000003
131,0,44,0.8730000000000003
132,0,135,0.8720000000000003
133,2,48,0.8710000000000003
134,0,30,0.8700000000000003
135,1,90,0.8690000000000003
136,0,153,0.8680000000000003
137,0,72,0.8670000000000003
138,1,16,0.8660000000000003
139,0,85,0.8650000000000003
140,0,17,0.8640000000000003
141,0,22,0.8630000000000003
142,0,28,0.8620000000000003
143,0,23,0.8610000000000003
144,0,57,0.8600000000000003
145,0,37,0.8590000000000003
146,0,36,0.8580000000000003
147,0,141,0.8570000000000003
148,0,68,0.8560000000000003
149,0,40,0.8550000000000003
150,0,25,0.8540000000000003
151,0,15,0.8530000000000003
152,0,177,0.8520000000000003
153,0,60,0.8510000000000003
154,0,90,0.8500000000000003
155,0,46,0.8490000000000003
156,0,48,0.8480000000000003
157,1,19,0.8470000000000003
158,0,22,0.8460000000000003
159,0,45,0.8450000000000003
160,1,39,0.8440000000000003
161,0,44,0.8430000000000003
162,0,75,0.8420000000000003
163,0,72,0.8410000000000003
164,0,89,0.8400000000000003
165,0,43,0.8390000000000003
166,1,29,0.8380000000000003
167,0,74,0.8370000000000003
168,0,35,0.8360000000000003
169,0,201,0.8350000000000003
170,1,108,0.8340000000000003
171,1,56,0.8330000000000003
172,1,5,0.8320000000000003
173,1,127,0.8310000000000003
174,0,58,0.8300000000000003
175,0,96,0.8290000000000003
176,0,129,0.8280000000000003
177,1,162,0.8270000000000003
178,0,96,0.8260000000000003
179,0,113,0.8250000000000003
180,1,113,0.8240000000000003
181,0,71,0.8230000000000003
182,0,94,0.8220000000000003
183,0,127,0.8210000000000003
184,0,33,0.8200000000000003
185,0,34,0.8190000000000003
186,0,85,0.8180000000000003
187,0,85,0.8170000000000003
188,1,14,0.8160000000000003
189,0,49,0.8150000000000003
190,1,39,0.8140000000000003
191,0,17,0.8130000000000003
192,0,41,0.8120000000000003
193,1,22,0.8110000000000003
194,1,40,0.8100000000000003
195,0,52,0.8090000000000003
196,0,98,0.8080000000000003
197,0,103,0.8070000000000003
198,1,191,0.8060000000000003
199,1,82,0.8050000000000003
200,1,21,0.8040000000000003
201,1,71,0.8030000000000003
202,1,57,0.8020000000000003
203,0,47,0.8010000000000003
204,1,52,0.8000000000000003
205,0,250,0.7990000000000003
206,0,17,0.7980000000000003
207,0,37,0.7970000000000003
208,0,107,0.7960000000000003
209,0,135,0.7950000000000003
210,1,136,0.7940000000000003
211,1,13,0.7930000000000003
212,0,58,0.7920000000000003
213,0,46,0.7910000000000003
214,0,83,0.7900000000000003
215,0,23,0.7890000000000003
216,0,85,0.7880000000000003
217,0,21,0.7870000000000003
218,0,57,0.7860000000000003
219,1,95,0.7850000000000003
220,0,26,0.7840000000000003
221,0,52,0.7830000000000003
222,1,13,0.7820000000000003
223,0,24,0.7810000000000002
224,1,47,0.7800000000000002
225,0,40,0.7790000000000002
226,1,23,0.7780000000000002
227,1,95,0.7770000000000002
228,1,54,0.7760000000000002
229,1,48,0.7750000000000002
230,1,19,0.7740000000000002
231,0,77,0.7730000000000002
232,1,97,0.7720000000000002
233,0,31,0.7710000000000002
234,2,59,0.7700000000000002
235,0,26,0.7690000000000002
236,2,60,0.7680000000000002
237,0,142,0.7670000000000002
238,0,51,0.7660000000000002
239,0,43,0.7650000000000002
240,0,42,0.7640000000000002
241,0,35,0.7630000000000002
242,1,88,0.7620000000000002
243,1,43,0.7610000000000002
244,1,77,0.7600000000000002
245,2,91,0.7590000000000002
246,1,17,0.7580000000000002
247,1,30,0.7570000000000002
248,0,25,0.7560000000000002
249,0,22,0.7550000000000002
250,1,82,0.7540000000000002
251,0,31,0.7530000000000002
252,0,108,0.7520000000000002
253,0,90,0.7510000000000002
254,0,45,0.7500000000000002
255,0,159,0.7490000000000002
256,1,8,0.7480000000000002
257,0,111,0.7470000000000002
258,1,189,0.7460000000000002
259,0,51,0.7450000000000002
260,0,31,0.7440000000000002
261,0,32,0.7430000000000002
262,0,90,0.7420000000000002
263,1,39,0.7410000000000002
264,0,46,0.7400000000000002
265,0,277,0.7390000000000002
266,2,38,0.7380000000000002
267,0,118,0.7370000000000002
268,1,27,0.7360000000000002
269,0,22,0.7350000000000002
270,1,109,0.7340000000000002
271,2,30,0.7330000000000002
272,1,11,0.7320000000000002
273,0,35,0.7310000000000002
274,1,57,0.7300000000000002
275,1,42,0.7290000000000002
276,0,30,0.7280000000000002
277,0,16,0.7270000000000002
278,1,8,0.7260000000000002
279,1,32,0.7250000000000002
280,0,20,0.7240000000000002
281,0,142,0.7230000000000002
282,0,86,0.7220000000000002
283,0,20,0.7210000000000002
284,0,35,0.7200000000000002
285,0,24,0.7190000000000002
286,1,56,0.7180000000000002
287,1,20,0.7170000000000002
288,0,31,0.7160000000000002
289,0,76,0.7150000000000002
290,0,22,0.7140000000000002
291,1,23,0.7130000000000002
292,0,106,0.7120000000000002
293,0,27,0.7110000000000002
294,0,110,0.7100000000000002
295,2,67,0.7090000000000002
296,1,17,0.7080000000000002
297,0,56,0.7070000000000002
298,1,133,0.7060000000000002
299,1,55,0.7050000000000002
300,0,95,0.7040000000000002
301,0,143,0.7030000000000002
302,1,57,0.7020000000000002
303,0,28,0.7010000000000002
304,1,62,0.7000000000000002
305,1,20,0.6990000000000002
306,1,43,0.6980000000000002
307,0,26,0.6970000000000002
308,0,32,0.6960000000000002
309,1,24,0.6950000000000002
310,0,209,0.6940000000000002
311,1,69,0.6930000000000002
312,0,17,0.6920000000000002
313,0,40,0.6910000000000002
314,0,19,0.6900000000000002
315,0,69,0.6890000000000002
316,0,54,0.6880000000000002
317,1,101,0.6870000000000002
318,0,45,0.6860000000000002
319,1,109,0.6850000000000002
320,1,80,0.6840000000000002
321,0,110,0.6830000000000002
322,0,65,0.6820000000000002
323,0,23,0.6810000000000002
324,1,159,0.6800000000000002
325,0,27,0.6790000000000002
326,1,27,0.6780000000000002
327,0,75,0.6770000000000002
328,1,57,0.6760000000000002
329,0,96,0.6750000000000002
330,1,32,0.6740000000000002
331,0,72,0.6730000000000002
332,0,92,0.6720000000000002
333,1,43,0.6710000000000002
334,1,62,0.6700000000000002
335,0,97,0.6690000000000002
336,1,53,0.6680000000000001
337,1,46,0.6670000000000001
338,1,34,0.6660000000000001
339,0,114,0.6650000000000001
340,0,55,0.6640000000000001
341,0,29,0.6630000000000001
342,0,43,0.6620000000000001
343,1,38,0.6610000000000001
344,0,39,0.6600000000000001
345,1,7,0.6590000000000001
346,1,56,0.6580000000000001
347,1,33,0.6570000000000001
348,1,46,0.6560000000000001
349,1,126,0.6550000000000001
350,0,19,0.6540000000000001
